item,sales,day_of_week,year,month,day,is_weekend
Tea,1.5,2.0,2023.0,1.0,25.0,0
Juice,9.0,2.0,2023.0,1.0,25.0,0
Tea,7.5,2.0,2023.0,1.0,25.0,0
Juice,3.0,2.0,2023.0,1.0,25.0,0
Coffee,6.0,3.0,2023.0,1.0,26.0,0
Juice,15.0,3.0,2023.0,1.0,26.0,0
Cake,9.0,4.0,2023.0,1.0,27.0,0
Tea,6.0,4.0,2023.0,1.0,27.0,0
Sandwich,8.0,4.0,2023.0,1.0,27.0,0
Juice,6.0,5.0,2023.0,1.0,28.0,1
Tea,7.5,5.0,2023.0,1.0,28.0,1
Salad,20.0,5.0,2023.0,1.0,28.0,1
Coffee,2.0,6.0,2023.0,1.0,29.0,1
Sandwich,20.0,6.0,2023.0,1.0,29.0,1
Sandwich/Smoothie,20.0,6.0,2023.0,1.0,29.0,1
Sandwich,12.0,6.0,2023.0,1.0,29.0,1
Cake,9.0,0.0,2023.0,1.0,30.0,0
Juice,15.0,0.0,2023.0,1.0,30.0,0
Coffee,8.0,0.0,2023.0,1.0,30.0,0
Cake,9.0,1.0,2023.0,1.0,31.0,0
Tea,6.0,1.0,2023.0,1.0,31.0,0
Cake,9.0,2.0,2023.0,2.0,1.0,0
Coffee,6.0,2.0,2023.0,2.0,1.0,0
Cookie,4.0,2.0,2023.0,2.0,1.0,0
Sandwich/Smoothie,16.0,3.0,2023.0,2.0,2.0,0
Cake,15.0,4.0,2023.0,2.0,3.0,0
Coffee,8.0,4.0,2023.0,2.0,3.0,0
Juice,9.0,5.0,2023.0,2.0,4.0,1
Cookie,4.0,5.0,2023.0,2.0,4.0,1
Coffee,4.0,5.0,2023.0,2.0,4.0,1
Sandwich,8.0,5.0,2023.0,2.0,4.0,1
Cookie,4.0,5.0,2023.0,2.0,4.0,1
Smoothie,8.0,5.0,2023.0,2.0,4.0,1
Tea,3.0,6.0,2023.0,2.0,5.0,1
Sandwich,12.0,0.0,2023.0,2.0,6.0,0
Cookie,2.0,0.0,2023.0,2.0,6.0,0
Cookie,4.0,0.0,2023.0,2.0,6.0,0
Juice,15.0,0.0,2023.0,2.0,6.0,0
Juice,15.0,1.0,2023.0,2.0,7.0,0
Juice,6.0,1.0,2023.0,2.0,7.0,0
Coffee,8.0,2.0,2023.0,2.0,8.0,0
Tea,1.5,2.0,2023.0,2.0,8.0,0
Cake,3.0,2.0,2023.0,2.0,8.0,0
Cookie,2.0,2.0,2023.0,2.0,8.0,0
Cake,6.0,2.0,2023.0,2.0,8.0,0
Salad,15.0,3.0,2023.0,2.0,9.0,0
Juice,9.0,3.0,2023.0,2.0,9.0,0
Juice,9.0,3.0,2023.0,2.0,9.0,0
,,3.0,2023.0,2.0,9.0,0
Coffee,2.0,4.0,2023.0,2.0,10.0,0
Sandwich/Smoothie,20.0,4.0,2023.0,2.0,10.0,0
Smoothie,16.0,4.0,2023.0,2.0,10.0,0
Cake/Juice,15.0,4.0,2023.0,2.0,10.0,0
Coffee,6.0,4.0,2023.0,2.0,10.0,0
Smoothie,20.0,4.0,2023.0,2.0,10.0,0
Salad,25.0,5.0,2023.0,2.0,11.0,1
Smoothie,20.0,5.0,2023.0,2.0,11.0,1
Cake,6.0,5.0,2023.0,2.0,11.0,1
Sandwich,20.0,5.0,2023.0,2.0,11.0,1
Tea,1.5,0.0,2023.0,2.0,13.0,0
Tea,6.0,0.0,2023.0,2.0,13.0,0
Juice,12.0,1.0,2023.0,2.0,14.0,0
Juice,6.0,2.0,2023.0,2.0,15.0,0
Salad,15.0,2.0,2023.0,2.0,15.0,0
Salad,15.0,3.0,2023.0,2.0,16.0,0
Salad,25.0,3.0,2023.0,2.0,16.0,0
Coffee,4.0,3.0,2023.0,2.0,16.0,0
Cookie,3.0,4.0,2023.0,2.0,17.0,0
Sandwich,8.0,4.0,2023.0,2.0,17.0,0
Cake/Juice,3.0,5.0,2023.0,2.0,18.0,1
Salad,10.0,5.0,2023.0,2.0,18.0,1
Smoothie,4.0,6.0,2023.0,2.0,19.0,1
Juice,9.0,6.0,2023.0,2.0,19.0,1
Sandwich/Smoothie,8.0,6.0,2023.0,2.0,19.0,1
Cake,6.0,6.0,2023.0,2.0,19.0,1
Cookie,2.0,0.0,2023.0,2.0,20.0,0
Juice,15.0,0.0,2023.0,2.0,20.0,0
Coffee,10.0,1.0,2023.0,2.0,21.0,0
Tea,3.0,1.0,2023.0,2.0,21.0,0
Coffee,10.0,1.0,2023.0,2.0,21.0,0
Juice,3.0,1.0,2023.0,2.0,21.0,0
Sandwich,16.0,2.0,2023.0,2.0,22.0,0
Coffee,8.0,2.0,2023.0,2.0,22.0,0
Smoothie,20.0,3.0,2023.0,2.0,23.0,0
Salad,20.0,3.0,2023.0,2.0,23.0,0
Juice,15.0,4.0,2023.0,2.0,24.0,0
Coffee,4.0,4.0,2023.0,2.0,24.0,0
Cake,12.0,5.0,2023.0,2.0,25.0,1
Coffee,2.0,6.0,2023.0,2.0,26.0,1
Tea,3.0,6.0,2023.0,2.0,26.0,1
Cookie,5.0,0.0,2023.0,2.0,27.0,0
Sandwich,20.0,0.0,2023.0,2.0,27.0,0
Salad,10.0,0.0,2023.0,2.0,27.0,0
Cake,6.0,1.0,2023.0,2.0,28.0,0
Smoothie,16.0,1.0,2023.0,2.0,28.0,0
Cookie,2.0,2.0,2023.0,3.0,1.0,0
Cake,9.0,2.0,2023.0,3.0,1.0,0
Cake,3.0,2.0,2023.0,3.0,1.0,0
Salad,20.0,2.0,2023.0,3.0,1.0,0
Cookie,2.0,3.0,2023.0,3.0,2.0,0
Tea,3.0,4.0,2023.0,3.0,3.0,0
Cake,6.0,4.0,2023.0,3.0,3.0,0
Coffee,6.0,4.0,2023.0,3.0,3.0,0
Juice,9.0,5.0,2023.0,3.0,4.0,1
Cookie,5.0,5.0,2023.0,3.0,4.0,1
Sandwich,20.0,5.0,2023.0,3.0,4.0,1
Cake,3.0,5.0,2023.0,3.0,4.0,1
Cookie,1.0,5.0,2023.0,3.0,4.0,1
Coffee,10.0,6.0,2023.0,3.0,5.0,1
Smoothie,16.0,6.0,2023.0,3.0,5.0,1
Smoothie,4.0,6.0,2023.0,3.0,5.0,1
Cake/Juice,9.0,6.0,2023.0,3.0,5.0,1
Coffee,10.0,0.0,2023.0,3.0,6.0,0
Coffee,8.0,0.0,2023.0,3.0,6.0,0
Juice,6.0,0.0,2023.0,3.0,6.0,0
Cookie,5.0,1.0,2023.0,3.0,7.0,0
Salad,5.0,1.0,2023.0,3.0,7.0,0
Tea,3.0,1.0,2023.0,3.0,7.0,0
Cake,6.0,1.0,2023.0,3.0,7.0,0
Cake,9.0,2.0,2023.0,3.0,8.0,0
Coffee,6.0,2.0,2023.0,3.0,8.0,0
Cake/Juice,3.0,3.0,2023.0,3.0,9.0,0
Sandwich,20.0,3.0,2023.0,3.0,9.0,0
Juice,15.0,3.0,2023.0,3.0,9.0,0
Cookie,4.0,4.0,2023.0,3.0,10.0,0
Sandwich,16.0,4.0,2023.0,3.0,10.0,0
Sandwich,4.0,4.0,2023.0,3.0,10.0,0
Juice,12.0,5.0,2023.0,3.0,11.0,1
Salad,25.0,6.0,2023.0,3.0,12.0,1
Cake,15.0,6.0,2023.0,3.0,12.0,1
Smoothie,12.0,0.0,2023.0,3.0,13.0,0
Juice,3.0,0.0,2023.0,3.0,13.0,0
Juice,3.0,1.0,2023.0,3.0,14.0,0
Smoothie,20.0,2.0,2023.0,3.0,15.0,0
Smoothie,8.0,2.0,2023.0,3.0,15.0,0
Smoothie,20.0,4.0,2023.0,3.0,17.0,0
Smoothie,4.0,4.0,2023.0,3.0,17.0,0
Salad,25.0,4.0,2023.0,3.0,17.0,0
Cookie,5.0,5.0,2023.0,3.0,18.0,1
Salad,25.0,5.0,2023.0,3.0,18.0,1
Sandwich,4.0,6.0,2023.0,3.0,19.0,1
Cake,9.0,6.0,2023.0,3.0,19.0,1
Coffee,4.0,6.0,2023.0,3.0,19.0,1
Salad,25.0,6.0,2023.0,3.0,19.0,1
Sandwich,8.0,6.0,2023.0,3.0,19.0,1
Cake,3.0,6.0,2023.0,3.0,19.0,1
Salad,5.0,0.0,2023.0,3.0,20.0,0
Tea,6.0,0.0,2023.0,3.0,20.0,0
Smoothie,4.0,1.0,2023.0,3.0,21.0,0
Juice,3.0,1.0,2023.0,3.0,21.0,0
Cake/Juice,15.0,1.0,2023.0,3.0,21.0,0
Sandwich,8.0,1.0,2023.0,3.0,21.0,0
Salad,15.0,2.0,2023.0,3.0,22.0,0
Cake,3.0,2.0,2023.0,3.0,22.0,0
Tea,7.5,2.0,2023.0,3.0,22.0,0
Tea,3.0,3.0,2023.0,3.0,23.0,0
Salad,5.0,3.0,2023.0,3.0,23.0,0
Cake,9.0,3.0,2023.0,3.0,23.0,0
Cake,12.0,3.0,2023.0,3.0,23.0,0
Coffee,4.0,4.0,2023.0,3.0,24.0,0
Salad,10.0,5.0,2023.0,3.0,25.0,1
Cake,15.0,5.0,2023.0,3.0,25.0,1
Tea,6.0,6.0,2023.0,3.0,26.0,1
Cookie,3.0,6.0,2023.0,3.0,26.0,1
Juice,3.0,6.0,2023.0,3.0,26.0,1
Sandwich,20.0,6.0,2023.0,3.0,26.0,1
Coffee,2.0,0.0,2023.0,3.0,27.0,0
Juice,12.0,1.0,2023.0,3.0,28.0,0
Cookie,3.0,1.0,2023.0,3.0,28.0,0
Tea,3.0,1.0,2023.0,3.0,28.0,0
Coffee,8.0,1.0,2023.0,3.0,28.0,0
Tea,4.5,2.0,2023.0,3.0,29.0,0
Sandwich/Smoothie,20.0,2.0,2023.0,3.0,29.0,0
Cookie,2.0,3.0,2023.0,3.0,30.0,0
Coffee,8.0,3.0,2023.0,3.0,30.0,0
Tea,3.0,4.0,2023.0,3.0,31.0,0
Coffee,8.0,4.0,2023.0,3.0,31.0,0
Salad,10.0,4.0,2023.0,3.0,31.0,0
Smoothie,4.0,4.0,2023.0,3.0,31.0,0
Sandwich,20.0,5.0,2023.0,4.0,1.0,1
Juice,15.0,5.0,2023.0,4.0,1.0,1
Smoothie,20.0,6.0,2023.0,4.0,2.0,1
Salad,5.0,6.0,2023.0,4.0,2.0,1
Tea,6.0,0.0,2023.0,4.0,3.0,0
Cake,6.0,0.0,2023.0,4.0,3.0,0
Smoothie,12.0,1.0,2023.0,4.0,4.0,0
Smoothie,20.0,1.0,2023.0,4.0,4.0,0
Coffee,10.0,2.0,2023.0,4.0,5.0,0
Juice,9.0,2.0,2023.0,4.0,5.0,0
Tea,3.0,3.0,2023.0,4.0,6.0,0
Salad,20.0,3.0,2023.0,4.0,6.0,0
Smoothie,12.0,3.0,2023.0,4.0,6.0,0
Sandwich,20.0,3.0,2023.0,4.0,6.0,0
Smoothie,20.0,4.0,2023.0,4.0,7.0,0
Salad,25.0,4.0,2023.0,4.0,7.0,0
Sandwich,4.0,5.0,2023.0,4.0,8.0,1
Cookie,1.0,5.0,2023.0,4.0,8.0,1
Cake/Juice,9.0,5.0,2023.0,4.0,8.0,1
Salad,20.0,5.0,2023.0,4.0,8.0,1
Salad,20.0,6.0,2023.0,4.0,9.0,1
Cake,15.0,0.0,2023.0,4.0,10.0,0
Cake,6.0,0.0,2023.0,4.0,10.0,0
Tea,3.0,0.0,2023.0,4.0,10.0,0
Cake,15.0,1.0,2023.0,4.0,11.0,0
Salad,10.0,2.0,2023.0,4.0,12.0,0
Smoothie,16.0,3.0,2023.0,4.0,13.0,0
Tea,7.5,3.0,2023.0,4.0,13.0,0
Cake,3.0,3.0,2023.0,4.0,13.0,0
Tea,1.5,4.0,2023.0,4.0,14.0,0
Juice,6.0,4.0,2023.0,4.0,14.0,0
Cake,6.0,5.0,2023.0,4.0,15.0,1
Salad,25.0,5.0,2023.0,4.0,15.0,1
Cake/Juice,9.0,6.0,2023.0,4.0,16.0,1
Salad,25.0,0.0,2023.0,4.0,17.0,0
Juice,12.0,0.0,2023.0,4.0,17.0,0
Coffee,4.0,0.0,2023.0,4.0,17.0,0
Coffee,4.0,0.0,2023.0,4.0,17.0,0
Juice,6.0,0.0,2023.0,4.0,17.0,0
Smoothie,16.0,1.0,2023.0,4.0,18.0,0
Juice,9.0,1.0,2023.0,4.0,18.0,0
Coffee,6.0,2.0,2023.0,4.0,19.0,0
Sandwich/Smoothie,16.0,2.0,2023.0,4.0,19.0,0
Coffee,10.0,2.0,2023.0,4.0,19.0,0
Smoothie,12.0,3.0,2023.0,4.0,20.0,0
Cake,15.0,3.0,2023.0,4.0,20.0,0
Cookie,2.0,3.0,2023.0,4.0,20.0,0
Cookie,2.0,3.0,2023.0,4.0,20.0,0
Tea,3.0,3.0,2023.0,4.0,20.0,0
Juice,12.0,4.0,2023.0,4.0,21.0,0
Coffee,8.0,4.0,2023.0,4.0,21.0,0
Salad,15.0,4.0,2023.0,4.0,21.0,0
Sandwich,16.0,5.0,2023.0,4.0,22.0,1
Cake,6.0,6.0,2023.0,4.0,23.0,1
Cookie,5.0,6.0,2023.0,4.0,23.0,1
Coffee,10.0,0.0,2023.0,4.0,24.0,0
Juice,12.0,2.0,2023.0,4.0,26.0,0
Salad,25.0,2.0,2023.0,4.0,26.0,0
Salad,5.0,3.0,2023.0,4.0,27.0,0
Cake,6.0,3.0,2023.0,4.0,27.0,0
Smoothie,4.0,4.0,2023.0,4.0,28.0,0
Salad,20.0,4.0,2023.0,4.0,28.0,0
Salad,10.0,5.0,2023.0,4.0,29.0,1
Tea,4.5,5.0,2023.0,4.0,29.0,1
Cookie,1.0,6.0,2023.0,4.0,30.0,1
Cake,9.0,6.0,2023.0,4.0,30.0,1
Cake,6.0,6.0,2023.0,4.0,30.0,1
Smoothie,16.0,6.0,2023.0,4.0,30.0,1
Cake,6.0,6.0,2023.0,4.0,30.0,1
Tea,3.0,0.0,2023.0,5.0,1.0,0
Sandwich,16.0,1.0,2023.0,5.0,2.0,0
Smoothie,4.0,1.0,2023.0,5.0,2.0,0
Cookie,5.0,1.0,2023.0,5.0,2.0,0
Coffee,6.0,1.0,2023.0,5.0,2.0,0
Smoothie,4.0,1.0,2023.0,5.0,2.0,0
Salad,15.0,1.0,2023.0,5.0,2.0,0
Sandwich,20.0,1.0,2023.0,5.0,2.0,0
Tea,7.5,3.0,2023.0,5.0,4.0,0
Tea,3.0,3.0,2023.0,5.0,4.0,0
Cake/Juice,12.0,3.0,2023.0,5.0,4.0,0
Sandwich,16.0,3.0,2023.0,5.0,4.0,0
Sandwich,12.0,3.0,2023.0,5.0,4.0,0
Cake,12.0,3.0,2023.0,5.0,4.0,0
Smoothie,16.0,5.0,2023.0,5.0,6.0,1
Tea,6.0,5.0,2023.0,5.0,6.0,1
Cookie,1.0,6.0,2023.0,5.0,7.0,1
Smoothie,16.0,6.0,2023.0,5.0,7.0,1
Tea,4.5,6.0,2023.0,5.0,7.0,1
Sandwich/Smoothie,8.0,6.0,2023.0,5.0,7.0,1
Cake,12.0,0.0,2023.0,5.0,8.0,0
Cake,9.0,0.0,2023.0,5.0,8.0,0
Coffee,10.0,0.0,2023.0,5.0,8.0,0
Smoothie,4.0,0.0,2023.0,5.0,8.0,0
Cake,9.0,3.0,2023.0,5.0,11.0,0
Smoothie,12.0,3.0,2023.0,5.0,11.0,0
Cookie,5.0,4.0,2023.0,5.0,12.0,0
Cake,9.0,4.0,2023.0,5.0,12.0,0
Smoothie,20.0,5.0,2023.0,5.0,13.0,1
Coffee,6.0,6.0,2023.0,5.0,14.0,1
Smoothie,8.0,6.0,2023.0,5.0,14.0,1
Cake,12.0,1.0,2023.0,5.0,16.0,0
Salad,5.0,1.0,2023.0,5.0,16.0,0
Salad,5.0,2.0,2023.0,5.0,17.0,0
Smoothie,12.0,2.0,2023.0,5.0,17.0,0
Cookie,5.0,2.0,2023.0,5.0,17.0,0
Sandwich,8.0,2.0,2023.0,5.0,17.0,0
Coffee,2.0,3.0,2023.0,5.0,18.0,0
Tea,3.0,3.0,2023.0,5.0,18.0,0
Coffee,2.0,3.0,2023.0,5.0,18.0,0
Tea,1.5,3.0,2023.0,5.0,18.0,0
Juice,12.0,3.0,2023.0,5.0,18.0,0
Juice,3.0,4.0,2023.0,5.0,19.0,0
Sandwich,8.0,4.0,2023.0,5.0,19.0,0
Tea,4.5,4.0,2023.0,5.0,19.0,0
Salad,10.0,4.0,2023.0,5.0,19.0,0
Salad,25.0,4.0,2023.0,5.0,19.0,0
Sandwich,16.0,4.0,2023.0,5.0,19.0,0
Sandwich,4.0,5.0,2023.0,5.0,20.0,1
Smoothie,8.0,5.0,2023.0,5.0,20.0,1
Smoothie,12.0,6.0,2023.0,5.0,21.0,1
Sandwich,12.0,6.0,2023.0,5.0,21.0,1
Tea,1.5,6.0,2023.0,5.0,21.0,1
Tea,4.5,0.0,2023.0,5.0,22.0,0
Smoothie,20.0,0.0,2023.0,5.0,22.0,0
Cookie,4.0,0.0,2023.0,5.0,22.0,0
Tea,6.0,0.0,2023.0,5.0,22.0,0
Coffee,10.0,0.0,2023.0,5.0,22.0,0
Salad,20.0,1.0,2023.0,5.0,23.0,0
Sandwich/Smoothie,12.0,1.0,2023.0,5.0,23.0,0
Coffee,10.0,1.0,2023.0,5.0,23.0,0
Sandwich,4.0,2.0,2023.0,5.0,24.0,0
Tea,1.5,2.0,2023.0,5.0,24.0,0
Tea,1.5,2.0,2023.0,5.0,24.0,0
Smoothie,16.0,2.0,2023.0,5.0,24.0,0
Sandwich,4.0,2.0,2023.0,5.0,24.0,0
Juice,3.0,3.0,2023.0,5.0,25.0,0
Salad,10.0,3.0,2023.0,5.0,25.0,0
Cake,6.0,4.0,2023.0,5.0,26.0,0
Coffee,10.0,4.0,2023.0,5.0,26.0,0
Smoothie,12.0,4.0,2023.0,5.0,26.0,0
Coffee,10.0,5.0,2023.0,5.0,27.0,1
Salad,15.0,6.0,2023.0,5.0,28.0,1
Cake,12.0,6.0,2023.0,5.0,28.0,1
Sandwich,8.0,6.0,2023.0,5.0,28.0,1
Juice,15.0,0.0,2023.0,5.0,29.0,0
Cake,3.0,1.0,2023.0,5.0,30.0,0
Cookie,2.0,2.0,2023.0,5.0,31.0,0
Salad,25.0,2.0,2023.0,5.0,31.0,0
Sandwich,4.0,2.0,2023.0,5.0,31.0,0
Tea,7.5,2.0,2023.0,5.0,31.0,0
Smoothie,4.0,2.0,2023.0,5.0,31.0,0
Coffee,2.0,3.0,2023.0,6.0,1.0,0
Cake,15.0,4.0,2023.0,6.0,2.0,0
Coffee,8.0,5.0,2023.0,6.0,3.0,1
Cookie,1.0,6.0,2023.0,6.0,4.0,1
Sandwich,8.0,6.0,2023.0,6.0,4.0,1
Cookie,2.0,0.0,2023.0,6.0,5.0,0
Coffee,10.0,0.0,2023.0,6.0,5.0,0
Cookie,3.0,0.0,2023.0,6.0,5.0,0
Cookie,5.0,0.0,2023.0,6.0,5.0,0
Sandwich,20.0,1.0,2023.0,6.0,6.0,0
Cookie,5.0,1.0,2023.0,6.0,6.0,0
Sandwich,8.0,2.0,2023.0,6.0,7.0,0
Sandwich,12.0,2.0,2023.0,6.0,7.0,0
Salad,15.0,3.0,2023.0,6.0,8.0,0
Smoothie,16.0,3.0,2023.0,6.0,8.0,0
Sandwich/Smoothie,16.0,3.0,2023.0,6.0,8.0,0
Cookie,4.0,3.0,2023.0,6.0,8.0,0
Salad,15.0,3.0,2023.0,6.0,8.0,0
Smoothie,16.0,4.0,2023.0,6.0,9.0,0
Sandwich,20.0,4.0,2023.0,6.0,9.0,0
Salad,5.0,4.0,2023.0,6.0,9.0,0
Cake,12.0,4.0,2023.0,6.0,9.0,0
Cake,15.0,4.0,2023.0,6.0,9.0,0
Cake,15.0,5.0,2023.0,6.0,10.0,1
Smoothie,4.0,5.0,2023.0,6.0,10.0,1
Tea,7.5,0.0,2023.0,6.0,12.0,0
Cake,6.0,0.0,2023.0,6.0,12.0,0
Tea,7.5,0.0,2023.0,6.0,12.0,0
Cake,3.0,0.0,2023.0,6.0,12.0,0
Tea,4.5,1.0,2023.0,6.0,13.0,0
Salad,15.0,1.0,2023.0,6.0,13.0,0
Salad,20.0,1.0,2023.0,6.0,13.0,0
Coffee,4.0,2.0,2023.0,6.0,14.0,0
Cake,6.0,2.0,2023.0,6.0,14.0,0
Cake,12.0,3.0,2023.0,6.0,15.0,0
Cake,15.0,3.0,2023.0,6.0,15.0,0
Sandwich,12.0,4.0,2023.0,6.0,16.0,0
Cake/Juice,12.0,4.0,2023.0,6.0,16.0,0
Juice,6.0,4.0,2023.0,6.0,16.0,0
Salad,25.0,4.0,2023.0,6.0,16.0,0
Cake/Juice,6.0,4.0,2023.0,6.0,16.0,0
Coffee,6.0,5.0,2023.0,6.0,17.0,1
Tea,3.0,5.0,2023.0,6.0,17.0,1
Cake/Juice,6.0,6.0,2023.0,6.0,18.0,1
Tea,7.5,6.0,2023.0,6.0,18.0,1
Tea,,0.0,2023.0,6.0,19.0,0
Salad,20.0,0.0,2023.0,6.0,19.0,0
Tea,1.5,0.0,2023.0,6.0,19.0,0
Sandwich,4.0,0.0,2023.0,6.0,19.0,0
Tea,6.0,1.0,2023.0,6.0,20.0,0
Sandwich,16.0,1.0,2023.0,6.0,20.0,0
Salad,20.0,1.0,2023.0,6.0,20.0,0
Coffee,4.0,1.0,2023.0,6.0,20.0,0
Juice,12.0,2.0,2023.0,6.0,21.0,0
Smoothie,4.0,3.0,2023.0,6.0,22.0,0
Tea,6.0,4.0,2023.0,6.0,23.0,0
Cake,6.0,4.0,2023.0,6.0,23.0,0
Salad,20.0,4.0,2023.0,6.0,23.0,0
Smoothie,16.0,4.0,2023.0,6.0,23.0,0
Coffee,6.0,4.0,2023.0,6.0,23.0,0
Juice,3.0,5.0,2023.0,6.0,24.0,1
Smoothie,12.0,5.0,2023.0,6.0,24.0,1
Sandwich,16.0,6.0,2023.0,6.0,25.0,1
Juice,6.0,6.0,2023.0,6.0,25.0,1
Smoothie,12.0,6.0,2023.0,6.0,25.0,1
Sandwich,8.0,0.0,2023.0,6.0,26.0,0
Juice,15.0,0.0,2023.0,6.0,26.0,0
Tea,3.0,0.0,2023.0,6.0,26.0,0
Smoothie,8.0,1.0,2023.0,6.0,27.0,0
Cookie,4.0,1.0,2023.0,6.0,27.0,0
Tea,3.0,2.0,2023.0,6.0,28.0,0
Sandwich,4.0,2.0,2023.0,6.0,28.0,0
Juice,6.0,2.0,2023.0,6.0,28.0,0
Juice,15.0,3.0,2023.0,6.0,29.0,0
Coffee,4.0,3.0,2023.0,6.0,29.0,0
Juice,6.0,4.0,2023.0,6.0,30.0,0
Juice,3.0,4.0,2023.0,6.0,30.0,0
Salad,5.0,5.0,2023.0,7.0,1.0,1
Coffee,8.0,5.0,2023.0,7.0,1.0,1
Juice,12.0,6.0,2023.0,7.0,2.0,1
Smoothie,20.0,6.0,2023.0,7.0,2.0,1
Juice,9.0,6.0,2023.0,7.0,2.0,1
Coffee,10.0,1.0,2023.0,7.0,4.0,0
Cake,15.0,2.0,2023.0,7.0,5.0,0
Smoothie,16.0,2.0,2023.0,7.0,5.0,0
Cake,6.0,3.0,2023.0,7.0,6.0,0
Tea,6.0,3.0,2023.0,7.0,6.0,0
Tea,6.0,3.0,2023.0,7.0,6.0,0
Cookie,1.0,4.0,2023.0,7.0,7.0,0
Cookie,5.0,4.0,2023.0,7.0,7.0,0
Cake/Juice,15.0,4.0,2023.0,7.0,7.0,0
Cookie,1.0,5.0,2023.0,7.0,8.0,1
Cake,12.0,6.0,2023.0,7.0,9.0,1
Coffee,8.0,6.0,2023.0,7.0,9.0,1
Sandwich,16.0,0.0,2023.0,7.0,10.0,0
Cake,15.0,1.0,2023.0,7.0,11.0,0
Tea,7.5,2.0,2023.0,7.0,12.0,0
Coffee,6.0,2.0,2023.0,7.0,12.0,0
Sandwich,4.0,2.0,2023.0,7.0,12.0,0
Cake,3.0,2.0,2023.0,7.0,12.0,0
Cake,9.0,3.0,2023.0,7.0,13.0,0
Smoothie,16.0,3.0,2023.0,7.0,13.0,0
Smoothie,12.0,3.0,2023.0,7.0,13.0,0
Coffee,2.0,4.0,2023.0,7.0,14.0,0
Salad,25.0,4.0,2023.0,7.0,14.0,0
Sandwich,20.0,6.0,2023.0,7.0,16.0,1
Smoothie,8.0,0.0,2023.0,7.0,17.0,0
Sandwich,4.0,0.0,2023.0,7.0,17.0,0
Cake,12.0,0.0,2023.0,7.0,17.0,0
Coffee,6.0,0.0,2023.0,7.0,17.0,0
Salad,25.0,1.0,2023.0,7.0,18.0,0
Coffee,4.0,1.0,2023.0,7.0,18.0,0
Tea,3.0,1.0,2023.0,7.0,18.0,0
Salad,15.0,1.0,2023.0,7.0,18.0,0
Coffee,2.0,1.0,2023.0,7.0,18.0,0
Cake,3.0,1.0,2023.0,7.0,18.0,0
Juice,3.0,2.0,2023.0,7.0,19.0,0
Sandwich,20.0,3.0,2023.0,7.0,20.0,0
Sandwich,16.0,3.0,2023.0,7.0,20.0,0
Juice,9.0,3.0,2023.0,7.0,20.0,0
Juice,9.0,3.0,2023.0,7.0,20.0,0
Salad,10.0,4.0,2023.0,7.0,21.0,0
Sandwich,8.0,4.0,2023.0,7.0,21.0,0
Sandwich,20.0,4.0,2023.0,7.0,21.0,0
Cookie,1.0,4.0,2023.0,7.0,21.0,0
Sandwich,4.0,5.0,2023.0,7.0,22.0,1
Coffee,6.0,5.0,2023.0,7.0,22.0,1
Salad,5.0,5.0,2023.0,7.0,22.0,1
Sandwich,16.0,6.0,2023.0,7.0,23.0,1
Salad,25.0,6.0,2023.0,7.0,23.0,1
Smoothie,8.0,0.0,2023.0,7.0,24.0,0
Tea,7.5,1.0,2023.0,7.0,25.0,0
Coffee,6.0,1.0,2023.0,7.0,25.0,0
Sandwich,20.0,2.0,2023.0,7.0,26.0,0
Tea,1.5,2.0,2023.0,7.0,26.0,0
Cookie,1.0,2.0,2023.0,7.0,26.0,0
Sandwich/Smoothie,20.0,3.0,2023.0,7.0,27.0,0
Cookie,2.0,4.0,2023.0,7.0,28.0,0
Salad,15.0,4.0,2023.0,7.0,28.0,0
Tea,7.5,5.0,2023.0,7.0,29.0,1
Cake,9.0,5.0,2023.0,7.0,29.0,1
Cookie,5.0,5.0,2023.0,7.0,29.0,1
Smoothie,4.0,5.0,2023.0,7.0,29.0,1
Cookie,1.0,5.0,2023.0,7.0,29.0,1
Cookie,4.0,5.0,2023.0,7.0,29.0,1
Cookie,2.0,6.0,2023.0,7.0,30.0,1
Cake,12.0,6.0,2023.0,7.0,30.0,1
Juice,9.0,0.0,2023.0,7.0,31.0,0
Smoothie,4.0,1.0,2023.0,8.0,1.0,0
Sandwich,12.0,1.0,2023.0,8.0,1.0,0
Cake,9.0,2.0,2023.0,8.0,2.0,0
Salad,25.0,3.0,2023.0,8.0,3.0,0
Tea,7.5,4.0,2023.0,8.0,4.0,0
Cookie,5.0,4.0,2023.0,8.0,4.0,0
Cookie,1.0,4.0,2023.0,8.0,4.0,0
Sandwich,8.0,5.0,2023.0,8.0,5.0,1
Coffee,6.0,5.0,2023.0,8.0,5.0,1
Coffee,10.0,5.0,2023.0,8.0,5.0,1
Smoothie,12.0,6.0,2023.0,8.0,6.0,1
Tea,4.5,6.0,2023.0,8.0,6.0,1
Salad,25.0,6.0,2023.0,8.0,6.0,1
Cake,6.0,6.0,2023.0,8.0,6.0,1
Cake,6.0,0.0,2023.0,8.0,7.0,0
Tea,6.0,0.0,2023.0,8.0,7.0,0
Smoothie,12.0,0.0,2023.0,8.0,7.0,0
Salad,15.0,0.0,2023.0,8.0,7.0,0
Sandwich,20.0,0.0,2023.0,8.0,7.0,0
Cookie,4.0,0.0,2023.0,8.0,7.0,0
Smoothie,8.0,2.0,2023.0,8.0,9.0,0
Smoothie,16.0,3.0,2023.0,8.0,10.0,0
